repo,doi,pmid,grant_funded,funding_sources,num_linked_grants,num_developer_grants,num_collaborator_grants,developer_project_nums,developer_core_nums,developer_orgs,developer_org_states,developer_agencies,developer_cost_by_currency,developer_cost_usd,all_org_names,all_agencies,total_cost_by_currency,total_cost_usd,earliest_project_start,latest_project_end,note
NifTK/NiftyNet,10.1016/j.cmpb.2018.01.025,29544777,True,Other,17,14,3,106882/Z/15/Z; 203145Z/16/Z; EP/L016478/1; RG160569; HICF-T4-275; 97914; 101957/Z/13/Z; EP/K503745/1; WT101957; /Z/15/Z; M020533; 203145Z; EP/K503745; M020533/1,,,,Other,,,,Other,GBP:1472259,,2015-05-13 00:00:00,2021-12-31 00:00:00,Not in NIH RePORTER (non-NIH funder via local snapshot)
nkallima/Synch-Framework,10.21105/joss.03143,,True,Other,2,1,1,Horizon 2020,,,,Other,,,BULL SAS,Other,EUR:79991745,,2018-12-01 00:00:00,2021-12-31 00:00:00,OK
NNPDF/nnusf,10.1007/JHEP05(2023)149,,False,,0,0,0,,,,,,,,,,,,,,PMID not found and no local snapshot grants
NNPDF/nnpdf,10.1140/epjc/s10052-021-09747-9,,True,Other,16,6,10,ST/P000630/1.; R504737; ST/L000385; Horizon 2020; T/R504737/1; NNLOforLHC2,,,,Other,,,THE CHANCELLOR MASTERS AND SCHOLARS OF THE UNIVERSITY OF CAMBRIDGE; STICHTING NEDERLANDSE WETENSCHAPPELIJK ONDERZOEK INSTITUTEN; UNIVERSITA DEGLI STUDI DI MILANO,Other,GBP:4171165; EUR:3241924,,2014-09-30 00:00:00,2026-09-30 00:00:00,OK
noid-group/BOCS,10.1021/acs.jpcb.7b09993,29227668,True,Other,3,3,0,MCB-1053970; 52100-ND6; CHE-1565631,,,,Other,,,,Other,,,,,Not in NIH RePORTER (non-NIH funder via local snapshot)
nosnoc/nosnoc,10.1007/s00211-024-01412-z,,False,,0,0,0,,,,,,,,,,,,,,PMID not found and no local snapshot grants
NREL/MATBOX_Microstructure_analysis_toolbox,10.1016/j.softx.2021.100915,,False,,0,0,0,,,,,,,,,,,,,,PMID not found and no local snapshot grants
NumesSanguis/FACSvatar,10.1145/3267851.3267918,,False,,0,0,0,,,,,,,,,,,,,,PMID not found and no local snapshot grants
nus-ncl/OctoBot,10.1109/INFOCOMWKSHPS51825.2021.9484537,,False,,0,0,0,,,,,,,,,,,,,,PMID not found and no local snapshot grants
nyrkio/nyrkio,10.1145/3395032.3395323,,False,,0,0,0,,,,,,,,,,,,,,PMID not found and no local snapshot grants
NYU-MLDA/OpenABC,10.1109/ICCAD57390.2023.10323663,,False,,0,0,0,,,,,,,,,,,,,,PMID not found and no local snapshot grants
OceanDataTools/openrvdas,10.1109/IEEECONF38699.2020.9389328,,False,,0,0,0,,,,,,,,,,,,,,PMID not found and no local snapshot grants
OceanographyforEveryone/OpenCTD,10.5670/oceanog.2024.602,,False,,0,0,0,,,,,,,,,,,,,,PMID not found and no local snapshot grants
oimeitei/quemb,10.1021/acs.jctc.3c00069,37155327,True,Other,1,0,1,,,,,,,,,Other,,,,,Not in NIH RePORTER (non-NIH funder via local snapshot)
oorb/oorb,10.1111/j.1945-5100.2009.tb01994.x,,False,,0,0,0,,,,,,,,,,,,,,PMID not found and no local snapshot grants
openalea/lpy,10.3389/fpls.2012.00076,22670147,False,,0,0,0,,,,,,,,,,,,,,Not in NIH RePORTER
openalea/phenomenal,10.1101/805739,,True,Other,3,2,1,11-INBS-0012; ANR-11-INBS,,,,Other,,,Terres Univia,Other,EUR:29006172,,2012-09-01 00:00:00,,OK
openalea/plantgl,10.1016/j.gmod.2008.10.001,,False,,0,0,0,,,,,,,,,,,,,,PMID not found and no local snapshot grants
OpenBioLink/ThoughtSource,10.1038/s41597-023-02433-3,37553439,True,Other,1,0,1,,,,,,,,,Other,,,,,Not in NIH RePORTER (non-NIH funder via local snapshot)
OpenChemistry/tomviz,10.1038/s41467-022-32046-0,35915070,True,Other,11,4,7,W911NF-17-S-0002; DE-AC02; DE-AC02-05CH11231; W911NF,,,,Other,,,,Other,,,,,Not in NIH RePORTER (non-NIH funder via local snapshot)
openhsi/openhsi,10.3390/rs14092244,,True,Other,2,1,1,ID10076,,,,Other,,,The University of Sydney,Other,AUD:4852079,,2017-01-01 00:00:00,2024-12-31 00:00:00,OK
open-lambda/open-lambda,10.1145/3702634.3702952,,False,,0,0,0,,,,,,,,,,,,,,PMID not found and no local snapshot grants
OpenMatch/OpenMatch,10.1145/3404835.3462789,,True,Other,1,1,0,2020AAA0106501,,,,Other,,,,Other,,,,,OK
OpenMDAO/dymos,10.21105/joss.02809,,False,,0,0,0,,,,,,,,,,,,,,PMID not found and no local snapshot grants
open-mmlab/mmfashion,10.1145/3474085.3478327,,False,,0,0,0,,,,,,,,,,,,,,PMID not found and no local snapshot grants
OpenMOSS/MOSS,10.1007/s11633-024-1502-8,,True,Other,1,1,0,62022027,,,,Other,,,,Other,,,,,OK
OpenNMT/OpenNMT,10.18653/v1/P17-4012,,False,,0,0,0,,,,,,,,,,,,,,PMID not found and no local snapshot grants
OpenPTrack/open_ptrack,10.1016/j.robot.2015.10.004,,True,NSF,1,1,0,IIS-1323767,,,,NSF,,,,NSF,,,,,OK
open-pulse/OpenPulse,10.1016/j.ymssp.2022.109824,,False,,0,0,0,,,,,,,,,,,,,,PMID not found and no local snapshot grants
openPupil/Open-PupilEXT,10.3389/fnins.2021.676220,34220432,True,Other,1,1,0,450636577,,,,Other,EUR:109942,,,Other,EUR:109942,,2020-01-01 00:00:00,2020-12-31 00:00:00,Not in NIH RePORTER (non-NIH funder via local snapshot)
OpenQBMM/OpenQBMM,10.1016/j.ces.2017.10.043,,True,Other; NSF,5,4,1,ANR-13-TDMO-0002; 1440443; ANR-13-TDMO-02 ASMAPE; ANR-13-TDMO-02,,Energétique moléculaire et macroscopique; Iowa State University,,Other; NSF,EUR:890724; USD:499551,499551.0,Energétique moléculaire et macroscopique; Iowa State University,Other; NSF,EUR:890724; USD:499551,499551.0,2014-01-01 00:00:00,2019-09-30 00:00:00,OK
OpenSimHub/OpenHPL,10.3390/en12122303,,False,,0,0,0,,,,,,,,,,,,,,PMID not found and no local snapshot grants
Open-Sn/opensn,10.1016/j.cpc.2025.110001,,False,,0,0,0,,,,,,,,,,,,,,PMID not found and no local snapshot grants
opensourceantibiotics/Series-2-Diarylimidazoles,10.1002/cmdc.201900565,31612602,False,,0,0,0,,,,,,,,,,,,,,Not in NIH RePORTER
OpenSourceAP/CrossSection,10.1561/104.00000112,,False,,0,0,0,,,,,,,,,,,,,,PMID not found and no local snapshot grants
OpenSourceMalaria/Series3,10.1021/acscentsci.6b00086,27800551,True,NSF; Other,7,1,6,LP120100552,,The University of Sydney,,Other,AUD:343562,,Lawrence University; The University of Sydney; Griffith University,NSF; Other,AUD:910620; USD:435764,435764.0,2009-09-15 00:00:00,2017-06-25 00:00:00,Not in NIH RePORTER (non-NIH funder via local snapshot)
OpenSourceMycetoma/Series-1-Fenarimols,10.1371/journal.pntd.0006437,29698504,False,,0,0,0,,,,,,,,,,,,,,Not in NIH RePORTER
Open-Source-Spatial-Clean-Cooking-Tool/OnStove,10.1038/s41893-022-01039-8,,False,,0,0,0,,,,,,,,,,,,,,PMID not found and no local snapshot grants
OpenSpace/OpenSpace,10.1109/TVCG.2019.2934259,,False,,0,0,0,,,,,,,,,,,,,,PMID not found and no local snapshot grants
OpenVADL/openvadl,10.1007/978-3-032-03281-2_11,28118817,False,,0,0,0,,,,,,,,,,,,,,Not in NIH RePORTER
OpenXiangShan/XiangShan,10.1109/MICRO56248.2022.00080,,False,,0,0,0,,,,,,,,,,,,,,PMID not found and no local snapshot grants
ortk95/planetmapper,10.21105/joss.05728,,True,Other,3,1,2,ST/W00089X/1,,,,Other,,,UNIVERSITY OF LEICESTER,Other,EUR:1999815,,2017-04-01 00:00:00,2024-03-31 00:00:00,OK
oscar-system/Oscar.jl,10.1007/978-3-031-62127-7,,True,Other,2,1,1,TRR 195,,,,Other,,,University of Kaiserslautern,Other,EUR:2858483,,2017-01-01 00:00:00,2017-12-31 00:00:00,OK
OSeMOSYS/OSeMOSYS,10.1016/j.enpol.2011.06.033,,True,Other,1,0,1,,,,,,,,,Other,,,,,OK
pachterlab/poseidon,10.1038/s41598-019-48815-9,31455877,False,,0,0,0,,,,,,,,,,,,,,Not in NIH RePORTER
parflow/parflow,10.5176/gmd-13-1373-2020,,False,,0,0,0,,,,,,,,,,,,,,PMID not found and no local snapshot grants
pastas/pastas,10.1111/gwat.12925,31347164,False,,0,0,0,,,,,,,,,,,,,,Not in NIH RePORTER
PathwayAnalysisPlatform/PathwayMatcher_Dev,10.1101/375097,,True,NIH,3,0,3,,,,,,,,,NIH,,,,,OK
paulvill/paulvill.github.io,10.1002/bdrc.21012,22692885,False,,0,0,0,,,,,,,,,,,,,,Not in NIH RePORTER
peigen-sboxes/PEIGEN,10.13154/tosc.v2019.i1.330-394,,True,Other,1,1,0,M4080456,,,,Other,,,,Other,,,,,OK
pellierd/pddl4j,10.1080/0952813X.2017.1409278,,False,,0,0,0,,,,,,,,,,,,,,PMID not found and no local snapshot grants
pgvector/pgvector,10.1145/3318464.3386131,,False,,0,0,0,,,,,,,,,,,,,,PMID not found and no local snapshot grants
Philipp-MR/CoilGen,10.1002/mrm.29294,35526237,True,Other,3,0,3,,,,,,,,,Other,,,,,Not in NIH RePORTER (non-NIH funder via local snapshot)
PKU-IDEA/OpenPARF,10.11999/JEIT230387,,False,,0,0,0,,,,,,,,,,,,,,PMID not found and no local snapshot grants
PMEC-OSU/FOSTWIN,10.1016/j.energy.2021.122485,,False,,0,0,0,,,,,,,,,,,,,,PMID not found and no local snapshot grants
pnnl/OpenCGRA,10.1109/ICCD50377.2020.00070,,False,,0,0,0,,,,,,,,,,,,,,PMID not found and no local snapshot grants
PRBonn/bonnet,10.1109/icra.2019.8793510,,False,,0,0,0,,,,,,,,,,,,,,PMID not found and no local snapshot grants
precice/fenics-adapter,10.1016/j.softx.2021.100807,,True,Other,6,0,6,,,,,,,,TECHNISCHE UNIVERSITAET MUENCHEN; Universität Stuttgart,Other,EUR:9841783,,2017-06-01 00:00:00,2023-05-31 00:00:00,OK
precice/fenicsx-adapter,10.1016/j.softx.2026.102807,,False,,0,0,0,,,,,,,,,,,,,,PMID not found and no local snapshot grants
PrideLab/PRIDE-PPPAR,10.1007/s00190-022-01602-3,,True,Other,1,1,0,42025401,,,,Other,,,,Other,,,,,OK
PRIDE-Archive/ms-data-core-api,10.1093/bioinformatics/bt,,False,,0,0,0,,,,,,,,,,,,,,PMID not found and no local snapshot grants
PrincetonUniversity/faas-profiler,10.1145/3352460.3358296,,True,NSF; Other,9,5,4,"1453112; CCF-1453112; CCF-1822949,CCF-1453112; CCF-1822949; FA8650-18-2-7846,FA8650-18-2-7852,FA8650-18-2-7862",,Princeton University,,NSF; Other,USD:511176,511176.0,Princeton University,NSF; Other,USD:1011176,1011176.0,2015-02-01 00:00:00,2023-09-30 00:00:00,OK
PrincetonUniversity/magnet,10.1109/TPEL.2023.3291084,,False,,0,0,0,,,,,,,,,,,,,,PMID not found and no local snapshot grants
PrincetonUniversity/prga,10.1145/3431920.3439294,,True,NSF; Other,4,2,2,1453112; CCF-1453112,,Princeton University,,NSF,USD:511176,511176.0,Princeton University,NSF; Other,USD:511176,511176.0,2015-02-01 00:00:00,2021-01-31 00:00:00,OK
prisms-center/phaseField,10.1038/s41524-020-0298-5,,True,Other,8,8,0,No. DE-AC02-05CH11231; Contract No. DE-AC02-05CH11231; -SC0008637; DE-SC0008637; AC02-05CH11231; DE-AC02; DE-AC02-05CH11231; 05CH11231,,,,Other,,,,Other,,,,,OK
process-intelligence-solutions/pm4py,10.1016/j.simpa.2023.100556,,False,,0,0,0,,,,,,,,,,,,,,PMID not found and no local snapshot grants
projectmesa/mesa,10.21105/joss.07668,,False,,0,0,0,,,,,,,,,,,,,,PMID not found and no local snapshot grants
Project-MONAI/MONAILabel,10.1016/j.media.2024.103207,38776843,False,,0,0,0,,,,,,,,,,,,,,Not in NIH RePORTER
ProjectQ-Framework/ProjectQ,10.22331/q-2018-01-31-49,,False,,0,0,0,,,,,,,,,,,,,,PMID not found and no local snapshot grants
psi4/psi4,10.1002/wcms.93,,False,,0,0,0,,,,,,,,,,,,,,PMID not found and no local snapshot grants
pulp-platform/pulp,10.1109/JSSC.2019.2912307,,False,,0,0,0,,,,,,,,,,,,,,PMID not found and no local snapshot grants
pulp-platform/pulpissimo,10.1109/S3S.2018.8640145,,False,,0,0,0,,,,,,,,,,,,,,PMID not found and no local snapshot grants
pymedphys/pymedphys,10.21105/joss.04555,,False,,0,0,0,,,,,,,,,,,,,,PMID not found and no local snapshot grants
pymtl/pymtl3,10.1109/MM.2020.2997638,,False,,0,0,0,,,,,,,,,,,,,,PMID not found and no local snapshot grants
PyRetri/PyRetri,10.1145/3394171.3414537,,True,Other,1,1,0,61973245,,,,Other,,,,Other,,,,,OK
pyrates-neuroscience/PyRates,10.1371/journal.pcbi.1011761,38150479,True,Other,1,0,1,,,,,,,,,Other,,,,,Not in NIH RePORTER (non-NIH funder via local snapshot)
PyVRP/PyVRP,10.1287/ijoc.2023.0055,,False,,0,0,0,,,,,,,,,,,,,,PMID not found and no local snapshot grants
pyxem/pyxem,10.1016/j.ultramic.2022.113517,35427885,False,,0,0,0,,,,,,,,,,,,,,Not in NIH RePORTER
QMCPACK/qmcpack,10.1088/1361-648X/aab9c3,29582782,False,,0,0,0,,,,,,,,,,,,,,Not in NIH RePORTER
qpv-research-group/rayflare,10.21105/joss.03460,,False,,0,0,0,,,,,,,,,,,,,,PMID not found and no local snapshot grants
quanshengwu/wannier_tools,10.1016/j.cpc.2017.09.033,,True,Other; NSF,4,0,4,,,,,,,,,Other; NSF,,,,,OK
qupath/qupath,10.1038/s41598-017-17204-5,29203879,True,Other,11,0,11,,,,,,,,,Other,,,,,Not in NIH RePORTER (non-NIH funder via local snapshot)
r4tings/r4tings-recommender,10.1007/978-3-319-29659-3,,False,,0,0,0,,,,,,,,,,,,,,PMID not found and no local snapshot grants
rachelselinar/DREAMPlaceFPGA,10.1145/3569052.3571881,,False,,0,0,0,,,,,,,,,,,,,,PMID not found and no local snapshot grants
radiantlab/HDRICalibrationTool,10.1080/15502724.2019.1684319,,True,Other,2,2,0,25031941; 30200609,,,,Other,,,,Other,,,,,OK
RAMP-project/RAMP,10.1016/j.energy.2019.04.097,,False,,0,0,0,,,,,,,,,,,,,,PMID not found and no local snapshot grants
RayFronts/RayFronts,10.1109/IROS60139.2025.11245813,,False,,0,0,0,,,,,,,,,,,,,,PMID not found and no local snapshot grants
RFCNLP/RFCNLP,10.1109/SP46214.2022.00056,,False,,0,0,0,,,,,,,,,,,,,,PMID not found and no local snapshot grants
RLGC-Project/RLGC,10.1109/TSG.2019.2933191,,False,,0,0,0,,,,,,,,,,,,,,PMID not found and no local snapshot grants
RLHF-V/RLAIF-V,10.1109/CVPR52734.2025.01861,,False,,0,0,0,,,,,,,,,,,,,,PMID not found and no local snapshot grants
RMLio/social-media-archiving,10.3233/SSW210045,,False,,0,0,0,,,,,,,,,,,,,,PMID not found and no local snapshot grants
rodralez/NaveGo,10.1080/13873954.2014.952642,,True,Other,1,1,0,FONCyT IP-PRH 2007,,,,Other,,,,Other,,,,,OK
ronshnapp/MyPTV,10.21105/joss.04398,,False,,0,0,0,,,,,,,,,,,,,,PMID not found and no local snapshot grants
RRZE-HPC/OSACA,10.1109/PMBS49563.2019.00006,,False,,0,0,0,,,,,,,,,,,,,,PMID not found and no local snapshot grants
RTC-research-group/OpenNAS,10.1016/j.neucom.2020.12.062,,False,,0,0,0,,,,,,,,,,,,,,PMID not found and no local snapshot grants
sbmlteam/jsbml,10.1093/bioinformatics/bt,,False,,0,0,0,,,,,,,,,,,,,,PMID not found and no local snapshot grants
sccn/eeglab,10.1016/j.jneumeth.2003.10.009,15102499,False,,0,0,0,,,,,,,,,,,,,,Not in NIH RePORTER
scify/JedAIToolkit,10.1016/j.is.2020.101565,,False,,0,0,0,,,,,,,,,,,,,,PMID not found and no local snapshot grants
scikit-maad/scikit-maad,10.1111/2041-210X.13711,,False,,0,0,0,,,,,,,,,,,,,,PMID not found and no local snapshot grants
SciML/Catalyst.jl,10.1371/journal.pcbi.1011530,37851697,True,Other; NSF,17,6,11,OAC-1835443; S002283-USAID; DMS-1902854; OAC-2103804; PHY-2021825; ECCS-2029670,,,,NSF,,,UNIVERSITY OF GALWAY; Massachusetts Institute of Technology; Trustees of Boston University,Other; NSF,USD:6658209; EUR:3381742,6658209.0,2017-04-01 00:00:00,2025-07-31 00:00:00,Not in NIH RePORTER (non-NIH funder via local snapshot)
sdnwiselab/sdn-wise-contiki,10.1016/j.comnet.2019.04.029,,False,,0,0,0,,,,,,,,,,,,,,PMID not found and no local snapshot grants
secureIT-project/CVEfixes,10.1145/3475960.3475985,,True,Other,1,1,0,288787,,,,Other,,,,Other,,,,,OK
SenseTime-FVG/OpenDWM,10.1109/CVPR52734.2025.02085,,False,,0,0,0,,,,,,,,,,,,,,PMID not found and no local snapshot grants
sequence-toolbox/SeQUeNCe,10.1145/3634701,,True,NSF; Other,8,3,5,CNS-1730488; DE-AC02; DMR-1747426,,,,NSF; Other,,,Illinois Institute of Technology,NSF; Other,USD:400000,400000.0,2017-08-01 00:00:00,2021-07-31 00:00:00,OK
SET-Scheduling-Project/GEMINI-HPCA2024,10.1145/3579371.3589048,,True,Other,1,1,0,2022YFB2804103,,,,Other,,,,Other,,,,,OK
sfc-aqua/quisp,10.1109/QCE53715.2022.00056,,False,,0,0,0,,,,,,,,,,,,,,PMID not found and no local snapshot grants
Shamrock-code/Shamrock,10.1093/mnras/staf444,,True,Other,1,0,1,,,,,,,,CENTRE NATIONAL DE LA RECHERCHE SCIENTIFIQUE CNRS,Other,EUR:2487721,,2022-09-01 00:00:00,2027-08-31 00:00:00,OK
shannon-lab/zapdos,10.1088/0022-3727/49/23/235204,,False,,0,0,0,,,,,,,,,,,,,,PMID not found and no local snapshot grants
SharmaLlama/ticktack,10.21105/joss.05084,,False,,0,0,0,,,,,,,,,,,,,,PMID not found and no local snapshot grants
